id|platform_type|genres|controllers
RXDX4Q|Wii|puzzle|wiimote, nunchuk
RXDY4Q|Wii|puzzle, trivia|wiimote, nunchuk
RXEJDA|Wii|sports, baseball|wiimote, nunchuk
RXFEVN|Wii|simulation, strategy, business simulation|wiimote, nunchuk
RXGE6K|Wii|puzzle|wiimote, nunchuk
RXGP6K|Wii|arcade, puzzle|wiimote, nunchuk
RXHF5D|Wii|party|wiimote, nunchuk
RXIE52|Wii|action, adventure|wiimote, nunchuk
RXIP52|Wii|action, adventure|wiimote, nunchuk
RXJJDA|Wii||wiimote, nunchuk
RXKEGL|Wii|trivia, party|wiimote, nunchuk
RXKFGL|Wii|party, trivia, educational|wiimote, mii
RXKPGL|Wii|party, trivia, educational|wiimote, mii
RXLE41|Wii|adventure|wiimote, nunchuk
RXLP41|Wii|adventure, simulation|wiimote, nunchuk
RXMJ8P|Wii|puzzle|wiimote, nunchuk, classiccontroller
RXNEXS|Wii|sports, simulation, fishing|wiimote, nunchuk, motionplus
RXNJJF|Wii|simulation, fishing|wiimote, nunchuk, motionplus
RXNPGT|Wii|sports, simulation, fishing|wiimote, nunchuk, motionplus
RXPEXS|Wii|sports, simulation, fishing|wiimote, nunchuk
RXPJJF|Wii|sports, simulation, fishing|wiimote, nunchuk
RXPPGT|Wii|sports, simulation, fishing|wiimote, nunchuk
RXQEWR|Wii|adventure|wiimote, nunchuk
RXQPWR|Wii|action, adventure|wiimote, nunchuk
RXRERS|Wii|action|wiimote, nunchuk
RXRPRS|Wii|action, platformer|wiimote, nunchuk
RXRXRS|Wii|action, platformer|wiimote, nunchuk
RXSPA4|Wii|music, dance, rhythm|wiimote, nunchuk, classiccontroller, dancepad
RXUE41|Wii|sports, surfing|wiimote, nunchuk
RXUP41|Wii|sports, arcade, surfing|wiimote, nunchuk
RXUX41|Wii|sports, arcade, surfing|wiimote, nunchuk
RXVXWP|Wii|puzzle|wiimote, nunchuk
RXWE20|Wii|sports, racing, party, volleyball, watercraft racing|wiimote, nunchuk
RXXE4Q|Wii|action, adventure|wiimote, nunchuk
RXXJ4Q|Wii|role-playing, action rpg|wiimote, nunchuk
RXXP4Q|Wii|action, adventure|wiimote, nunchuk
RXYE4Z|Wii|puzzle|wiimote, nunchuk
RXYP4Z|Wii|puzzle|wiimote, nunchuk
RXZE52|Wii|sports, adventure, simulation, hunting|wiimote, nunchuk, classiccontroller, zapper
RXZP52|Wii|action, shooter|wiimote, nunchuk
RY2E41|Wii|action, adventure|wiimote, nunchuk
RY2J41|Wii|party|wiimote, nunchuk
RY2K41|Wii|action, adventure|wiimote, nunchuk
RY2P41|Wii|party|wiimote, nunchuk
RY2R41|Wii|party|wiimote, nunchuk
RY3E41|Wii|arcade, party|wiimote, nunchuk, balanceboard
RY3J41|Wii|arcade, party|wiimote, nunchuk, balanceboard
RY3K41|Wii|arcade, party|wiimote, nunchuk, balanceboard
RY3P41|Wii|arcade, party|wiimote, nunchuk, balanceboard
RY4J8P|Wii|action, puzzle|wiimote, nunchuk, classiccontroller, gamecube
RY5E52|Wii|sports|wiimote, nunchuk
RY5P52|Wii|sports|wiimote, nunchuk
RY6EA4|Wii|action|wiimote, nunchuk, balanceboard, dancepad
RY6PA4|Wii|sports, music, rhythm|wiimote, nunchuk, balanceboard, dancepad
RY7PHZ|Wii|party|wiimote, nunchuk
RY8EFS|Wii|sports, simulation, fishing|wiimote, nunchuk
RY9E69|Wii|sports, soccer|wiimote, nunchuk, classiccontroller, gamecube
RYAJDA|Wii|racing, futuristic racing|wiimote, nunchuk, wheel
RYBE69|Wii|action, party, puzzle|wiimote, nunchuk
RYBP69|Wii|action, party, puzzle|wiimote, nunchuk
RYDELT|Wii|simulation|wiimote, nunchuk
RYDP6V|Wii|simulation, virtual pet|wiimote, nunchuk
RYEEEB|Wii|party|wiimote, nunchuk
RYEPHZ|Wii|party|wiimote, nunchuk
RYGE9B|Wii|action|wiimote, nunchuk
RYGJ9B|Wii|fighting, beat 'em up|wiimote, nunchuk
RYGP99|Wii|action, adventure|wiimote, nunchuk
RYHES5|Wii|puzzle|wiimote, nunchuk
RYHPS5|Wii|puzzle|wiimote, nunchuk
RYIE9B|Wii|action, adventure|wiimote, nunchuk
RYIPNK|Wii|action, adventure|wiimote, nunchuk
RYJPTV|Wii||wiimote, nunchuk
RYKEAF|Wii|sports, ski, snowboarding|wiimote, nunchuk, balanceboard, mii
RYKJAF|Wii|sports, ski, snowboarding|wiimote, nunchuk, balanceboard, mii
RYKK01|Wii|sports, ski, snowboarding|wiimote, nunchuk, balanceboard
RYKPAF|Wii|sports, ski, snowboarding|wiimote, nunchuk, balanceboard, mii
RYLDSV|Wii|simulation|wiimote, nunchuk
RYLPSV|Wii|simulation|wiimote, nunchuk
RYNE6U|Wii|adventure, point-and-click|wiimote, nunchuk
RYNP6V|Wii|adventure, point-and-click|wiimote, nunchuk
RYOEA4|Wii|racing, cards|wiimote, nunchuk, classiccontroller
RYOJA4|Wii|racing|wiimote, nunchuk
RYOPA4|Wii|action, racing, cards|wiimote, nunchuk, classiccontroller, nintendods
RYQE69|Wii|board game, trivia|wiimote, nunchuk
RYQP69|Wii|party, board game, trivia|wiimote
RYQX69|Wii|board game|wiimote, nunchuk
RYRE41|Wii|health, fitness|wiimote, nunchuk
RYRP41|Wii|health, coaching, exercise, fitness|wiimote, nunchuk
RYTE4Z|Wii|sports, simulation|wiimote, nunchuk
RYVJMS|Wii|action, shoot 'em up|wiimote, nunchuk, classiccontroller, gamecube
RYWE01|Wii|health, trivia, coaching, puzzle, educational|wiimote, mii, nunchuk
RYWJ01|Wii|trivia, puzzle|wiimote, nunchuk
RYWK01|Wii|trivia|wiimote, nunchuk
RYWP01|Wii|health, puzzle, coaching, educational|wiimote, mii
RYXE20|Wii|racing, motorcycle racing|wiimote, nunchuk
RYXP7J|Wii|racing|wiimote, nunchuk
RYZE6U|Wii|party|wiimote, nunchuk, balanceboard
RYZPTV|Wii||wiimote, nunchuk, balanceboard
RZ2JG9|Wii|racing, kart racing|wiimote, nunchuk
RZ3JG9|Wii|sports, simulation, fishing|wiimote, nunchuk
RZ4JG9|Wii|simulation, board game, cards, party|wiimote, nunchuk
RZ5JG9|Wii|action, shoot 'em up|wiimote, nunchuk
RZ6JG9|Wii|arcade|wiimote, nunchuk
RZ7JG9|Wii|action|wiimote, nunchuk
RZ8JG9|Wii||wiimote, nunchuk
RZ9EG9|Wii|party|wiimote, nunchuk
RZ9JG9|Wii|party|wiimote, nunchuk
RZ9PG9|Wii|party|wiimote, nunchuk
RZAPTV|Wii|educational|wiimote, nunchuk
RZCE6K|Wii|action, shooter|wiimote, nunchuk
RZDE01|Wii|action, adventure|wiimote, nunchuk
RZDJ01|Wii|action, adventure|wiimote, nunchuk
RZDK01|Wii|action, adventure|wiimote, nunchuk
RZDP01|Wii|action, adventure|wiimote, nunchuk
RZEE52|Wii|educational|wiimote, nunchuk
RZEP52|Wii|simulation, educational|wiimote, nunchuk
RZFPKM|Wii|adventure, point-and-click|wiimote, nunchuk
RZHE5G|Wii|simulation, virtual pet|wiimote, nunchuk
RZHP5G|Wii|simulation|wiimote, nunchuk
RZHX5G|Wii|simulation|wiimote, nunchuk
RZIE20|Wii|sports, ski|wiimote, nunchuk
RZIPRT|Wii|sports|wiimote, nunchuk
RZJD69|Wii|action, shooter|wiimote, nunchuk, zapper
RZJE69|Wii|horror, action, shooter, rail shooter, survival horror|wiimote, nunchuk, zapper
RZJJ13|Wii|action, shooter|wiimote, nunchuk, zapper
RZJP69|Wii|action, shooter|wiimote, nunchuk, zapper
RZKE20|Wii|puzzle|wiimote, nunchuk
RZKP7J|Wii|puzzle|wiimote, nunchuk
RZLE41|Wii|action, simulation, cooking, party|wiimote, nunchuk
RZLP41|Wii|party|wiimote, nunchuk
RZNJ01|Wii|action|wiimote, nunchuk, motionplus, classiccontroller
RZOE78|Wii|simulation, virtual pet|wiimote, nunchuk
RZOP78|Wii|simulation|wiimote, nunchuk
RZPE01|Wii|action, shooter|wiimote, nunchuk, zapper
RZPJ01|Wii|action, shooter, rail shooter|wiimote, nunchuk, zapper
RZPK01|Wii|action, shooter|wiimote, nunchuk
RZPP01|Wii|action, shooter|wiimote, nunchuk, zapper
RZREGT|Wii|action, adventure|wiimote, nunchuk
RZRPGT|Wii|action, adventure|wiimote, nunchuk
RZSEGJ|Wii|racing|wiimote, nunchuk, classiccontroller, gamecube, wheel
RZSP68|Wii|racing, futuristic racing|wiimote, nunchuk, classiccontroller, gamecube, wheel
RZTE01|Wii|sports, basketball, bowling, golf, party|wiimote, motionplus, mii, nunchuk
RZTJ01|Wii|sports, basketball, bowling, table tennis, party|wiimote, motionplus, mii, nunchuk
RZTK01|Wii|sports|wiimote, nunchuk
RZTP01|Wii|sports, health, party, basketball, golf|wiimote, motionplus, mii, nunchuk
RZTW01|Wii|sports, basketball, bowling, golf, party|wiimote, motionplus, mii, nunchuk
RZUE4Z|Wii|puzzle, drawing|wiimote, nunchuk
RZYE41|Wii|health, coaching, puzzle, educational|wiimote, nunchuk
RZYF41|Wii|health, coaching, educational|wiimote, nunchuk
RZYP41|Wii|health, coaching, educational|wiimote, nunchuk
RZYS41|Wii|educational|wiimote, nunchuk
RZZE8P|Wii|fighting, beat 'em up|wiimote, nunchuk
RZZJEL|Wii|action, fighting, beat 'em up|wiimote, nunchuk
RZZP8P|Wii|fighting, beat 'em up|wiimote, nunchuk
S22JAF|Wii|simulation, fishing|wiimote, nunchuk, motionplus
S22K01|Wii||wiimote, nunchuk
S25JGD|Wii|role-playing|wiimote, nunchuk, classiccontroller, gamecube
S26PML|Wii|simulation, virtual pet, compilation|wiimote, nunchuk
S2AEAF|Wii|party|wiimote, dancepad, nunchuk
S2AJAF|Wii|party|wiimote, nunchuk
S2APAF|Wii|party|wiimote, nunchuk, dancepad, mii
S2BEPZ|Wii|music, dance|wiimote, nunchuk
S2BPXT|Wii|music, dance|wiimote, nunchuk
S2CE54|Wii|arcade, puzzle|wiimote, nunchuk, motionplus
S2CP54|Wii|party|wiimote, nunchuk, motionplus
S2DPML|Wii|music, dance, rhythm|wiimote, nunchuk, balanceboard
S2EE41|Wii|music, dance|wiimote, nunchuk, microphone
S2EP41|Wii|music, dance, karaoke, rhythm|wiimote, microphone
S2HE70|Wii|action, adventure|wiimote, nunchuk
S2HP70|Wii|action, adventure|wiimote, nunchuk
S2IE8P|Wii|action, adventure|wiimote, nunchuk
S2IP8P|Wii|action|wiimote, nunchuk
S2IZ8P|Wii|action, adventure|wiimote, nunchuk
S2LE01|Wii|action, adventure|wiimote, nunchuk
S2LJ01|Wii|action, adventure|wiimote, nunchuk
S2LP01|Wii|action, adventure|wiimote
S2ME69|Wii|sports, football|wiimote, nunchuk, classiccontroller
S2OEFS|Wii|sports, simulation, fishing|wiimote, nunchuk, motionplus
S2PEA4|Wii|sports, soccer|wiimote, nunchuk, classiccontroller
S2PJA4|Wii|sports, soccer|wiimote, nunchuk, classiccontroller
S2PPA4|Wii|sports, soccer|wiimote, nunchuk, classiccontroller
S2PXA4|Wii|sports, soccer|wiimote, nunchuk, classiccontroller
S2PYA4|Wii|sports, soccer|wiimote, nunchuk, classiccontroller
S2QE54|Wii|sports, basketball|wiimote, nunchuk, classiccontroller
S2QP54|Wii|sports, basketball|wiimote, nunchuk, classiccontroller
S2RPNK|Wii|action, shooter|wiimote, nunchuk, zapper
S2TJAF|Wii|music, party|wiimote, nunchuk, classiccontroller
S2UE41|Wii|music, party|wiimote, nunchuk
S2UP41|Wii|music, party, dance|wiimote
S2VEG9|Wii|action, adventure|wiimote, nunchuk
S2VPAF|Wii|adventure|wiimote, nunchuk
S2WE78|Wii|sports, fighting, wrestling|wiimote, nunchuk, classiccontroller, gamecube
S2WP78|Wii|sports, fighting, wrestling, 3d fighting|wiimote, nunchuk, classiccontroller, gamecube
S2XE41|Wii|action, adventure|wiimote, nunchuk
S2XP41|Wii|action, adventure|wiimote, nunchuk
S2YE52|Wii|party|wiimote, nunchuk
S2ZE52|Wii|action, simulation, virtual pet, party|wiimote, nunchuk, classiccontroller
S2ZP52|Wii|action, simulation, virtual pet, party|wiimote, nunchuk, classiccontroller
S32DJW|Wii|music, karaoke|wiimote, microphone, nunchuk
S32FJW|Wii|music, karaoke, rhythm|wiimote, microphone, nunchuk
S32PJW|Wii|music, karaoke|wiimote, microphone, nunchuk
S32SJW|Wii|music, karaoke|wiimote, microphone, nunchuk
S33DKM|Wii|music, karaoke|wiimote, microphone, nunchuk
S33FKM|Wii|music, karaoke|wiimote, microphone, nunchuk
S33PKM|Wii|music, karaoke|wiimote, microphone, nunchuk
S33SKM|Wii|music, karaoke|wiimote, microphone, nunchuk
S34DKM|Wii|music, karaoke|wiimote, microphone, nunchuk
S34FKM|Wii|music, karaoke|wiimote, microphone, nunchuk
S34PKM|Wii|music, karaoke|wiimote, microphone, nunchuk
S34SKM|Wii|music, karaoke|wiimote, microphone, nunchuk
S3AE5G|Wii|action, shooter|wiimote, nunchuk, zapper, 3dglasses
S3APGT|Wii|action, shooter|wiimote, nunchuk, zapper, 3dglasses
S3BEWR|Wii|action, adventure|wiimote, nunchuk, nintendods
S3BPWR|Wii|action, adventure|wiimote, nunchuk
S3CENR|Wii|sports, snowboarding|wiimote, nunchuk, balanceboard
S3DE18|Wii|sports, racing, ski, snowboarding, volleyball, watercraft racing|wiimote, nunchuk, motionplus
S3DJ18|Wii|sports, party|wiimote, nunchuk, motionplus
S3DP18|Wii|sports, party|wiimote, nunchuk, motionplus
S3EE78|Wii|adventure, simulation|wiimote, nunchuk
S3EEVZ|Wii|adventure, simulation|wiimote, nunchuk
S3EP78|Wii|simulation, business simulation|wiimote
S3EXVZ|Wii|simulation, business simulation|wiimote, nunchuk
S3FE69|Wii|sports, soccer|wiimote, nunchuk, classiccontroller
S3FP69|Wii|sports, football|wiimote, nunchuk, classiccontroller
S3FX69|Wii|sports, football|wiimote, nunchuk, classiccontroller
S3GE20|Wii|racing|wiimote, nunchuk
S3GPXT|Wii|racing|wiimote, nunchuk, wheel
S3HJ08|Wii|historic, fighting, beat 'em up|wiimote, nunchuk, classiccontroller
S3IEA4|Wii|sports, soccer|wiimote, nunchuk, classiccontroller
S3IPA4|Wii|sports, football|wiimote, nunchuk, classiccontroller
S3IXA4|Wii|sports, football|wiimote, nunchuk, classiccontroller
S3IYA4|Wii|sports, soccer|wiimote, nunchuk, classiccontroller
S3LPY1|Wii|music, dance|wiimote, nunchuk, microphone
S3ME69|Wii|simulation, life simulation|wiimote, nunchuk
S3MP69|Wii|simulation, life simulation|wiimote, nunchuk
S3PE4Q|Wii|action, adventure|wiimote, nunchuk
S3PP4Q|Wii|action, adventure|wiimote, nunchuk
S3PX4Q|Wii|action, adventure|wiimote, nunchuk
S3RJMS|Wii|fighting|wiimote, nunchuk, classiccontroller, gamecube
S3SJ18|Wii|music, karaoke|wiimote, microphone, nunchuk, nintendods
S3TJAF|Wii|music, party|wiimote, nunchuk
S3WEG9|Wii|sports, hockey, ski, snowboarding, party|wiimote, nunchuk
S3WPG9|Wii|sports, party|wiimote, nunchuk
S3XE78|Wii|sports, fighting, wrestling|wiimote, nunchuk, classiccontroller, gamecube
S3XP78|Wii|sports, fighting, wrestling, 3d fighting|wiimote, nunchuk, classiccontroller, gamecube
S3ZE52|Wii|action, shooter|wiimote, nunchuk, zapper
S3ZP52|Wii|action, shooter|wiimote, nunchuk, zapper
S4MJGD|Wii|role-playing, mmorpg|wiimote, nunchuk, classiccontroller, keyboard
S4SJGD|Wii||wiimote, nunchuk
S59E01|Wii|action, fighting, beat 'em up|wiimote, nunchuk, classiccontroller, gamecube
S59JC8|Wii|historic, fighting, beat 'em up|wiimote, nunchuk, classiccontroller, gamecube
S59P01|Wii|action, fighting, beat 'em up|wiimote, nunchuk, classiccontroller, gamecube
S5BETL|Wii|action, adventure|wiimote, nunchuk
S5BPKM|Wii|action, adventure|wiimote, nunchuk
S5DE41|Wii|music, dance|wiimote, nunchuk
S5DP41|Wii|music, party, dance|wiimote
S5EE41|Wii|music, party|wiimote, nunchuk
S5EP41|Wii|music, party, dance|wiimote
S5KJAF|Wii|music, rhythm, arcade|wiimote, nunchuk, classiccontroller, drums
S5MEVZ|Wii|role-playing|wiimote, nunchuk
S5MPVZ|Wii|role-playing|wiimote, nunchuk
S5PPAU|Wii|sports|wiimote, nunchuk, motionplus
S5QJC8|Wii|historic, fighting, beat 'em up|wiimote, nunchuk, classiccontroller, gamecube
S5RESZ|Wii|racing, truck racing|wiimote, nunchuk, wheel
S5RPNJ|Wii|racing, truck racing|wiimote, nunchuk
S5SJHF|Wii|sports, football|wiimote, nunchuk
S5TEG9|Wii|action, adventure|wiimote, nunchuk
S5TPAF|Wii|action|wiimote, nunchuk, classiccontroller
S5WE20|Wii|sports, cricket, soccer, volleyball, party|wiimote, nunchuk
S6BE4Q|Wii|action, adventure|wiimote, nunchuk
S6BP4Q|Wii|action, adventure|wiimote, nunchuk
S6BX4Q|Wii|action, adventure|wiimote, nunchuk
S6BY4Q|Wii|action, adventure|wiimote, nunchuk
S6IE78|Wii|drawing|wiimote, udraw, nunchuk
S6IP78|Wii|drawing|wiimote, udraw, nunchuk
S6RE52|Wii|action, adventure|wiimote, nunchuk
S6RP52|Wii|action, adventure, platformer|wiimote, nunchuk
S6TJGD|Wii||wiimote, nunchuk
S72E01|Wii|action, adventure, compilation|wiimote, nunchuk, classiccontroller, gamecube
S72J01|Wii|action, platformer|wiimote, nunchuk
S75E69|Wii|board game|wiimote, nunchuk
S75P69|Wii|board game|wiimote, nunchuk
S7AEWR|Wii|action|wiimote, nunchuk
S7AKWR|Wii|action, adventure|wiimote, nunchuk
S7AKZA|Wii||wiimote, nunchuk
S7APWR|Wii|action, adventure|wiimote, nunchuk
S7BE69|Wii|board game, trivia|wiimote, nunchuk
S7BP69|Wii|board game, trivia|wiimote
S7CJAF|Wii|fighting|wiimote, nunchuk, classiccontroller
S7DE52|Wii|arcade, puzzle|wiimote, nunchuk
S7DP52|Wii|arcade, puzzle|wiimote
S7EE52|Wii|action, adventure, fighting, compilation|wiimote, nunchuk
S7EP52|Wii|action, adventure, fighting, compilation|wiimote, nunchuk
S7FE5G|Wii|music, dance|wiimote, nunchuk
S7FPGT|Wii|music, health, dance, fitness|wiimote, nunchuk
S7JPKM|Wii|music, karaoke, party|wiimote, microphone, nunchuk
S7KPKM|Wii|music, karaoke|wiimote, microphone, nunchuk
S7LPKM|Wii|music, karaoke|wiimote, microphone, nunchuk
S7SP41|Wii|action, adventure, music, dance, party|wiimote, nunchuk
SA3E5G|Wii|music, dance|wiimote, nunchuk
SA3P5G|Wii|music, dance|wiimote
SA3XGT|Wii|music, dance|wiimote, nunchuk
SA5E78|Wii|strategy, trivia|wiimote, nunchuk
SA6EG9|Wii|racing|wiimote, nunchuk, classiccontroller, wheel
SA6PAF|Wii|racing|wiimote, nunchuk, classiccontroller, wheel
SA7ESZ|Wii|action, adventure|wiimote, nunchuk
SA8P52|Wii|action|wiimote, nunchuk, classiccontroller
SA9D7K|Wii|simulation|wiimote, nunchuk
SAAJA4|Wii|sports, soccer|wiimote, nunchuk, classiccontroller
SABENR|Wii|sports, bowling|wiimote, nunchuk, motionplus
SABPJG|Wii|sports, bowling|wiimote, nunchuk, motionplus
SACSVS|Wii|sports, basketball|wiimote, nunchuk
SADE70|Wii|sports|wiimote, nunchuk, motionplus
SAFUHS|Wii|sports, football|wiimote, nunchuk, gamecube
SAGE41|Wii|adventure|wiimote, nunchuk
SAHE69|Wii|board game, cards, party, compilation|wiimote, mii, nunchuk
SAJE52|Wii|action, simulation, hunting|wiimote, nunchuk, zapper
SAJP52|Wii|action, simulation, hunting|wiimote, nunchuk, zapper
SAKENS|Wii|role-playing, tactical rpg|wiimote, nunchuk, classiccontroller
SAKPNS|Wii|adventure, role-playing, strategy, interactive fiction, tactical rpg|wiimote, nunchuk, classiccontroller
SALE4Q|Wii|adventure|wiimote, nunchuk
SALP4Q|Wii|action, adventure|wiimote, nunchuk, classiccontroller, gamecube
SANEFS|Wii|action, simulation, shooter, hunting|wiimote, nunchuk, zapper
SAOE78|Wii|adventure, simulation|wiimote, nunchuk
SAOEVZ|Wii|adventure, simulation|wiimote, nunchuk
SAOP78|Wii|adventure, simulation|wiimote, nunchuk
SAOXVZ|Wii|adventure, simulation|wiimote, nunchuk
SAQE5G|Wii|health, fitness|wiimote, nunchuk, balanceboard
SARE4Z|Wii|racing|wiimote, nunchuk, balanceboard
SARPNK|Wii|racing|wiimote, nunchuk, balanceboard
SASEWW|Wii|music, dance, karaoke|wiimote, nunchuk, motionplus, microphone
SATE6K|Wii|party|wiimote, nunchuk
SAUJ8P|Wii|action, puzzle|wiimote, nunchuk, classiccontroller, gamecube
SAVE5G|Wii|music, arcade, puzzle|wiimote, nunchuk
SAVX5G|Wii|music, rhythm|wiimote, nunchuk
SAWE52|Wii|arcade, puzzle, compilation|wiimote, nunchuk
SAWP52|Wii|arcade, puzzle, compilation|wiimote
SAXPFH|Wii|action, platformer, puzzle|wiimote, nunchuk
SAYE20|Wii|party|wiimote, nunchuk
SAYP41|Wii|action|wiimote, nunchuk
SAZE52|Wii|action, adventure|wiimote, nunchuk, classiccontroller
SAZP52|Wii|action, adventure|wiimote, nunchuk, classiccontroller
SB2ES5|Wii|simulation|wiimote, nunchuk
SB2PNP|Wii|simulation|wiimote, nunchuk
SB3E08|Wii|fighting, beat 'em up|wiimote, nunchuk, classiccontroller
SB3J08|Wii|historic, fighting, beat 'em up|wiimote, nunchuk, classiccontroller
SB3P08|Wii|fighting, beat 'em up|wiimote, nunchuk, classiccontroller
SB4E01|Wii|action, 3d platformer|wiimote, nunchuk
SB4J01|Wii|action, adventure, platformer, 3d platformer|wiimote, nunchuk, mii
SB4K01|Wii|action, platformer|wiimote, nunchuk
SB4P01|Wii|action, adventure, platformer, 3d platformer|wiimote, nunchuk, mii
SB4W01|Wii|action, 3d platformer|wiimote, nunchuk
SB5E54|Wii|sports, basketball|wiimote, nunchuk, classiccontroller, wiispeak
SB5P54|Wii|sports, basketball|wiimote, nunchuk, classiccontroller, wiispeak
SB6E52|Wii|action, cards|wiimote, nunchuk
SB6P52|Wii|action, cards|wiimote, nunchuk
SB7IVU|Wii|sports, basketball|wiimote, nunchuk
SB8EQH|Wii|simulation|wiimote, nunchuk
SB9E78|Wii|party|wiimote, nunchuk
SB9EVZ|Wii||wiimote, nunchuk
SB9P78|Wii|simulation|wiimote
SB9X78|Wii|party|wiimote, nunchuk
SB9YVZ|Wii|simulation|wiimote
SBAJGD|Wii|role-playing, cards|wiimote, nunchuk, classiccontroller
SBBE18|Wii|action, adventure|wiimote, nunchuk
SBBJ18|Wii|action|wiimote, nunchuk
SBBP18|Wii|action|wiimote, nunchuk, nintendods
SBCJ2N|Wii|health, fitness|wiimote, nunchuk, balanceboard
SBDE08|Wii|action, shooter, rail shooter, survival horror|wiimote, nunchuk, zapper
SBDJ08|Wii|action, rail shooter, survival horror|wiimote, nunchuk, zapper
SBDK08|Wii|action, shooter, rail shooter, survival horror|wiimote, nunchuk, zapper
SBDP08|Wii|action, shooter, rail shooter, survival horror|wiimote, nunchuk, zapper
SBEPSV|Wii|adventure|wiimote, nunchuk
SBFE70|Wii|sports, football|wiimote, nunchuk
SBHEFP|Wii|simulation, hunting|wiimote, nunchuk, zapper
SBHPNK|Wii|simulation, hunting|wiimote, nunchuk, zapper
SBIEVZ|Wii|simulation|wiimote, nunchuk
SBIPVZ|Wii|simulation|wiimote, nunchuk
SBJEG9|Wii|action, adventure|wiimote, nunchuk
SBJPAF|Wii|action, adventure|wiimote, nunchuk
SBKEPZ|Wii|sports, bowling|wiimote, nunchuk, motionplus
SBLE5G|Wii|action, adventure, platformer, 2d platformer, puzzle|wiimote, nunchuk, classiccontroller
SBLP5G|Wii|action, platformer, puzzle|wiimote, nunchuk, classiccontroller
SBNEG9|Wii|action|wiimote, nunchuk
SBNPG9|Wii|action, adventure|wiimote, nunchuk
SBQE4Z|Wii|simulation, hunting|wiimote, nunchuk, zapper
SBREJJ|Wii|simulation|wiimote, nunchuk, balanceboard
SBRPKM|Wii|simulation|wiimote, nunchuk, balanceboard
SBSEFP|Wii|action, simulation, shooter, hunting|wiimote, nunchuk, zapper
SBSURN|Wii|simulation, hunting|wiimote, nunchuk
SBVE78|Wii|action|wiimote, nunchuk, wheel
SBVP78|Wii|racing|wiimote, nunchuk, wheel
SBVS78|Wii|racing|wiimote, nunchuk, wheel
SBWE5G|Wii|simulation, strategy|wiimote, nunchuk
SBWJRA|Wii|simulation, strategy|wiimote, nunchuk
SBWPGT|Wii|simulation|wiimote, nunchuk
SBXEWR|Wii|puzzle|wiimote, nunchuk
SBYE41|Wii|music, dance, karaoke|wiimote, nunchuk
SBYP41|Wii|music, dance, karaoke|wiimote, nunchuk
SBZESZ|Wii|adventure, puzzle|wiimote, nunchuk
SC2E8P|Wii|action, shooter|wiimote, nunchuk, motionplus, classiccontroller, microphone
SC2P8P|Wii|action, shooter|wiimote, nunchuk, motionplus, classiccontroller
SC4E64|Wii|action|wiimote, nunchuk
SC4P64|Wii|action, adventure|wiimote, nunchuk
SC5PGN|Wii|puzzle, compilation|wiimote, nunchuk
SC6PGN|Wii|puzzle, compilation|wiimote, nunchuk
SC7D52|Wii|action, shooter, first-person shooter|wiimote, nunchuk, classiccontroller, zapper, microphone, keyboard
SC7E52|Wii|action, shooter, first-person shooter|wiimote, nunchuk, classiccontroller, zapper, microphone, keyboard
SC7F52|Wii|action, shooter, first-person shooter|wiimote, nunchuk, classiccontroller, zapper, microphone, keyboard
SC7I52|Wii|action, shooter, first-person shooter|wiimote, nunchuk, classiccontroller, zapper, microphone, keyboard
SC7P52|Wii|action, shooter, first-person shooter|wiimote, nunchuk, classiccontroller, zapper, microphone, keyboard
SC7S52|Wii|action, shooter, first-person shooter|wiimote, nunchuk, classiccontroller, zapper, microphone, keyboard
SC7Z52|Wii|action, first-person shooter|wiimote, nunchuk, classiccontroller, zapper, microphone, keyboard
SC8E01|Wii|arcade, party|wiimote, motionplus, nunchuk
SC8J01|Wii|party|wiimote, motionplus, mii, nunchuk
SC8K01|Wii|arcade, party|wiimote, motionplus, nunchuk
SC8P01|Wii|arcade, party|wiimote, motionplus, mii
SC9P52|Wii|simulation, hunting|wiimote, nunchuk, zapper
SCAE18|Wii|action, adventure, survival horror|wiimote, nunchuk
SCAJ18|Wii|adventure|wiimote, nunchuk
SCAP18|Wii|horror, adventure|wiimote, nunchuk
SCBE5V|Wii|sports|wiimote, nunchuk
SCBPNK|Wii|sports|wiimote, nunchuk, gamecube
SCDE52|Wii|simulation, hunting|wiimote, nunchuk, zapper
SCDP52|Wii|simulation, hunting|wiimote, nunchuk, zapper
SCEE6K|Wii|party|wiimote, nunchuk
SCFPNK|Wii|action, shooter|wiimote, nunchuk, zapper
SCGE20|Wii|racing|wiimote, nunchuk, wheel
SCGPXT|Wii|racing|wiimote, nunchuk, wheel
SCHEQH|Wii|sports, simulation, hunting|wiimote, nunchuk, zapper
SCIE41|Wii|action, adventure|wiimote, nunchuk
SCIP41|Wii|adventure, point-and-click|wiimote
SCJE4Q|Wii|action, adventure|wiimote, nunchuk
SCJP4Q|Wii|action, adventure|wiimote, nunchuk
SCKE6K|Wii|party|wiimote, nunchuk
SCMJAF|Wii|fighting|wiimote, nunchuk, classiccontroller
SCNEA4|Wii|trivia|wiimote, nunchuk
SCNPA4|Wii|trivia, puzzle|wiimote, nunchuk
SCPE70|Wii|arcade, puzzle|wiimote, nunchuk, classiccontroller
SCQDRV|Wii|party|wiimote, nunchuk
SCREJH|Wii|action, shooter|wiimote, nunchuk, zapper
SCRPJH|Wii|action, shooter|wiimote, nunchuk, zapper
