id|platform_type|genres|controllers
SCSE52|Wii|arcade, party, puzzle|wiimote, nunchuk, motionplus, zapper
SCSPGR|Wii|party|wiimote, nunchuk, motionplus, zapper
SCTPNK|Wii|adventure, party|wiimote, nunchuk
SCUPFR|Wii|party|wiimote, nunchuk
SCWE41|Wii|sports, health, fitness|wiimote, nunchuk, balanceboard
SCWP41|Wii|music, health, dance, coaching, exercise, fitness|wiimote, nunchuk, balanceboard
SCXESZ|Wii|racing|wiimote, nunchuk, wheel
SCXPNJ|Wii|racing|wiimote, nunchuk, wheel
SCYE4Q|Wii|racing|wiimote, nunchuk, classiccontroller, gamecube
SCYP4Q|Wii|racing|wiimote, nunchuk, classiccontroller, gamecube
SCYR4Q|Wii|racing|wiimote, nunchuk, classiccontroller, gamecube, wheel
SCYX4Q|Wii|racing|wiimote, nunchuk, classiccontroller, gamecube
SCYY4Q|Wii|racing|wiimote, nunchuk, classiccontroller, gamecube
SCYZ4Q|Wii|racing|wiimote, nunchuk, classiccontroller, gamecube
SCZEMH|Wii|arcade, puzzle|wiimote, nunchuk
SCZPFR|Wii|action, puzzle|wiimote, nunchuk
SD2E41|Wii|music, dance|wiimote, nunchuk
SD2J01|Wii|music, dance|wiimote, nunchuk, motionplus
SD2K41|Wii|music, dance|wiimote, nunchuk
SD2P41|Wii|music, party, dance|wiimote
SD2Y41|Wii|music, dance|wiimote, nunchuk
SD3DSV|Wii|sports, health, fitness|wiimote, nunchuk, balanceboard
SD5PTV|Wii||wiimote, nunchuk
SD6PTV|Wii||wiimote, nunchuk
SD7PTV|Wii||wiimote, nunchuk
SD8DSV|Wii||wiimote, nunchuk
SD9JAF|Wii|action, fighting, run and gun, beat 'em up|wiimote, nunchuk, classiccontroller, gamecube
SDAE5G|Wii|adventure|wiimote, nunchuk
SDBE78|Wii|action, adventure, platformer, 3d platformer|wiimote, nunchuk
SDBP78|Wii|action, adventure, platformer, 3d platformer, puzzle|wiimote, nunchuk
SDDPML|Wii|action, party|wiimote, balanceboard
SDEE5G|Wii|music, simulation, dance|wiimote, nunchuk, motionplus
SDEPGT|Wii|music, simulation, dance|wiimote, nunchuk, motionplus
SDFE4Q|Wii|music, karaoke|wiimote, microphone, nunchuk
SDFP4Q|Wii|music, karaoke|wiimote, microphone, nunchuk
SDGE4Q|Wii|party|wiimote, nunchuk
SDGP4Q|Wii|party|wiimote, nunchuk
SDIE4Q|Wii|music, karaoke, party|wiimote, microphone, nunchuk
SDIP4Q|Wii|music, karaoke, party|wiimote, microphone, nunchuk
SDJJAF|Wii|role-playing, strategy, tactical rpg, turn-based strategy|wiimote, nunchuk, classiccontroller
SDLE78|Wii|party, drawing|wiimote, udraw, nunchuk
SDLP78|Wii|action, platformer, drawing|wiimote, udraw, nunchuk
SDMEG9|Wii|action|wiimote, nunchuk
SDMPAF|Wii|action|wiimote, nunchuk
SDNE41|Wii|music, dance|wiimote, nunchuk
SDNP41|Wii|music, party, dance|wiimote
SDOPLR|Wii|adventure|wiimote, nunchuk
SDPE54|Wii|adventure|wiimote, nunchuk
SDPP54|Wii|adventure|wiimote, nunchuk
SDQJGD|Wii|action, role-playing|wiimote, nunchuk
SDREYG|Wii|racing|wiimote, nunchuk, wheel
SDRPNG|Wii|racing|wiimote, nunchuk, wheel
SDSPNG|Wii|music, dance, rhythm|wiimote, nunchuk, dancepad
SDTPGN|Wii|sports, darts, party|wiimote, nunchuk, motionplus
SDUE41|Wii|music, party, dance|wiimote, nunchuk
SDUP41|Wii|music, party, dance|wiimote, nunchuk
SDUX41|Wii|music, party, dance|wiimote, nunchuk
SDVE41|Wii|racing|wiimote, nunchuk, nintendods
SDVP41|Wii|racing|wiimote, nunchuk, nintendods
SDWE18|Wii|action, platformer|wiimote, nunchuk
SDWJ18|Wii|action, platformer|wiimote, nunchuk
SDWP18|Wii|action, adventure, platformer, puzzle|wiimote, nunchuk
SDXE4Q|Wii|action, adventure|wiimote, nunchuk
SDXP4Q|Wii|action, adventure, platformer, 3d platformer|wiimote, nunchuk
SDYEA4|Wii|music, dance|wiimote, dancepad, nunchuk
SDYPA4|Wii|music, dance, rhythm|wiimote, nunchuk, classiccontroller, gamecube, balanceboard, dancepad
SDZE41|Wii|music, dance|wiimote, nunchuk
SDZP41|Wii|music, dance, rhythm|wiimote, nunchuk
SE2E69|Wii|sports, health, fitness|wiimote, nunchuk, balanceboard
SE2P69|Wii|health, coaching, exercise, fitness|wiimote, nunchuk, balanceboard
SE3E41|Wii|music, dance, karaoke|wiimote, nunchuk, microphone
SE3P41|Wii|music, party, dance, karaoke|wiimote, microphone
SE8E41|Wii|music, party|wiimote, nunchuk
SE8P41|Wii|music, party, dance|wiimote
SEAE69|Wii|sports, health, exercise, fitness|wiimote, nunchuk, balanceboard
SEAJ13|Wii|health, fitness|wiimote, nunchuk, balanceboard
SEAP69|Wii|health, coaching, exercise, fitness|wiimote, nunchuk, balanceboard
SECE69|Wii|action, adventure, party|wiimote, nunchuk
SECP69|Wii|puzzle|wiimote, nunchuk
SEGE6U|Wii|health, fitness|wiimote, nunchuk, balanceboard
SEGP6V|Wii|health, coaching, exercise|wiimote, nunchuk, balanceboard
SEKJ99|Wii|action, adventure|wiimote, nunchuk, balanceboard
SELE69|Wii|sports, soccer|wiimote, nunchuk, classiccontroller
SELP69|Wii|sports, soccer|wiimote, nunchuk, classiccontroller
SELX69|Wii|sports, soccer|wiimote, nunchuk, classiccontroller
SEME4Q|Wii|action, adventure, platformer, 3d platformer|wiimote, nunchuk
SEMJ01|Wii|action, adventure|wiimote, nunchuk
SEMP4Q|Wii|action, adventure, platformer|wiimote, nunchuk
SEMX4Q|Wii|action, adventure, platformer, 3d platformer|wiimote, nunchuk
SEMY4Q|Wii|action, adventure, platformer|wiimote, nunchuk
SEMZ4Q|Wii|action, adventure, platformer|wiimote, nunchuk
SENPZX|Wii|action, fighting|wiimote, nunchuk, classiccontroller
SEPE41|Wii|music, dance|wiimote, nunchuk
SEPP41|Wii|music, dance|wiimote
SEPX41|Wii|music, dance|wiimote, nunchuk
SEPZ41|Wii|music, dance|wiimote, nunchuk
SERE4Q|Wii|action, adventure, platformer, 3d platformer|wiimote, nunchuk
SERF4Q|Wii|action, adventure, platformer, 3d platformer|wiimote, nunchuk
SERJ91|Wii|action, adventure|wiimote, nunchuk
SERK8M|Wii||wiimote, nunchuk
SERP4Q|Wii|action, adventure|wiimote, nunchuk
SERV4Q|Wii|action, adventure|wiimote, nunchuk
SESEWR|Wii|party|wiimote, nunchuk
SESPWR|Wii|action, adventure, health, fitness, party, educational|wiimote, nunchuk
SESUWR|Wii|party|wiimote, nunchuk
SEUPEY|Wii|action, adventure, arcade|wiimote, classiccontroller, gamecube
SEVPEY|Wii|action, adventure, arcade|wiimote, nunchuk, classiccontroller, gamecube
SEZJHF|Wii|sports, soccer|wiimote, nunchuk, classiccontroller
SF2P64|Wii|action|wiimote, nunchuk
SF4E20|Wii|racing|wiimote, nunchuk, classiccontroller, wheel
SF4PXT|Wii|racing|wiimote, nunchuk, classiccontroller, wheel
SF5E41|Wii|health, fitness|wiimote, nunchuk
SF5J41|Wii|sports, health, fitness|wiimote, nunchuk
SF5P41|Wii|health, coaching, exercise, fitness|wiimote, nunchuk
SF7E41|Wii|trivia, party|wiimote, nunchuk
SF8E01|Wii|action, platformer, 2d platformer|wiimote, nunchuk
SF8J01|Wii|action, platformer|wiimote, nunchuk
SF8P01|Wii|action, platformer|wiimote, nunchuk
SFAE41|Wii|trivia, party|wiimote, nunchuk
SFAJGD|Wii||wiimote, nunchuk
SFBE70|Wii|sports, football|wiimote, nunchuk
SFDEAF|Wii|party|wiimote, dancepad, nunchuk
SFDJAF|Wii|sports, party|wiimote, dancepad, nunchuk
SFDPAF|Wii|party|dancepad, nunchuk
SFEPYF|Wii|sports, music, health, fitness|wiimote, nunchuk, balanceboard
SFGE69|Wii|board game, party, compilation|wiimote, nunchuk
SFGP69|Wii|party, board game, compilation|wiimote
SFHEFP|Wii|sports, simulation, fishing, hunting|wiimote, nunchuk, zapper
SFIE01|Wii|action, adventure, hidden object|wiimote, nunchuk
SFIP01|Wii|adventure, hidden object, puzzle|wiimote, nunchuk
SFKEG9|Wii|party|wiimote, nunchuk, balanceboard
SFKPAF|Wii|sports, health, fitness, party|wiimote, nunchuk, balanceboard
SFLDSV|Wii|adventure|wiimote, nunchuk
SFOEAF|Wii|simulation, cooking|wiimote, nunchuk
SFPPFR|Wii|action, party|wiimote, nunchuk
SFQE8P|Wii|action, adventure|wiimote, nunchuk
SFQP8P|Wii|action|wiimote, nunchuk
SFRDRV|Wii|sports, health|wiimote, nunchuk, balanceboard
SFRPXT|Wii|sports|wiimote, nunchuk, balanceboard
SFSPGT|Wii|simulation, hunting|wiimote, nunchuk, motionplus
SFTE78|Wii|trivia, party|wiimote, nunchuk, wiispeak
SFTP78|Wii|trivia, party|wiimote, nunchuk, wiispeak
SFUE64|Wii|action|wiimote, nunchuk
SFVEXJ|Wii|simulation, fishing|wiimote, nunchuk, motionplus
SFWE69|Wii|sports, soccer|wiimote, nunchuk, classiccontroller
SFWJ13|Wii|sports, soccer|wiimote, nunchuk, classiccontroller
SFWK69|Wii|sports, soccer|wiimote
SFWP69|Wii|sports, soccer|wiimote, nunchuk, classiccontroller
SFWX69|Wii|sports, football|wiimote, nunchuk, classiccontroller
SFWY69|Wii|sports, soccer|wiimote, nunchuk, classiccontroller
SFWZ69|Wii|sports, soccer|wiimote, nunchuk, classiccontroller
SFXPKM|Wii|music, karaoke|wiimote, microphone, nunchuk
SFXXKM|Wii|music, karaoke|wiimote, microphone, nunchuk
SFYEG9|Wii|sports, board game, arcade, party, compilation|wiimote, nunchuk
SFYPAF|Wii|sports, board game, arcade, party, compilation|wiimote, nunchuk
SFZEPZ|Wii|simulation, hunting, party|wiimote, nunchuk, zapper
SFZPXT|Wii|simulation, hunting|wiimote, nunchuk, zapper
SG2EFS|Wii|sports, golf|wiimote, nunchuk, motionplus
SG2PUG|Wii|sports, golf|wiimote, nunchuk
SG2XUG|Wii|sports, golf|wiimote, nunchuk, motionplus
SG2YFS|Wii|sports, golf|wiimote, nunchuk
SG3DSV|Wii|simulation|wiimote, nunchuk, balanceboard
SG5PSV|Wii|trivia, party|wiimote, nunchuk
SG6DSV|Wii|trivia, party, educational|wiimote, nunchuk
SG7E20|Wii|party|wiimote, nunchuk, motionplus, balanceboard
SG7PVL|Wii|party|wiimote, nunchuk, motionplus, balanceboard
SG8EG9|Wii|action, adventure|wiimote, nunchuk
SG8PAF|Wii|action, platformer|wiimote, nunchuk
SG9EYC|Wii|action, adventure, point-and-click, arcade|wiimote, nunchuk
SGAE8P|Wii|action, fighting|wiimote, nunchuk, classiccontroller
SGAP8P|Wii|fighting|wiimote, nunchuk, classiccontroller
SGBE5G|Wii|action, shooter|wiimote, nunchuk, classiccontroller, gamecube, zapper
SGBPGT|Wii||wiimote, nunchuk
SGCE20|Wii|action, racing|wiimote, nunchuk, wheel
SGDEJJ|Wii|simulation|wiimote, nunchuk
SGDPKM|Wii|simulation|wiimote, nunchuk
SGEEG9|Wii|trivia, party|wiimote, nunchuk
SGEPLG|Wii|cards, trivia, puzzle|wiimote, nunchuk
SGHE41|Wii|action, shooter, first-person shooter|wiimote, nunchuk, zapper
SGHP41|Wii|action, first-person shooter|wiimote, nunchuk, zapper
SGIEA4|Wii|racing|wiimote, nunchuk, classiccontroller, wheel
SGIJA4|Wii|racing|wiimote, nunchuk, classiccontroller, wheel
SGIPA4|Wii|racing|wiimote, nunchuk, classiccontroller, wheel
SGJDSV|Wii|adventure|wiimote, nunchuk
SGJPSV|Wii|adventure|wiimote, nunchuk
SGKEC8|Wii|sports, simulation|wiimote, nunchuk, classiccontroller, balanceboard
SGKJC8|Wii|sports, simulation|wiimote, nunchuk, classiccontroller, balanceboard
SGKPC8|Wii|sports, simulation|wiimote, nunchuk, classiccontroller, balanceboard
SGLEA4|Wii|action|wiimote, nunchuk
SGLPA4|Wii|action|wiimote, nunchuk
SGNE69|Wii|board game, compilation|wiimote, nunchuk
SGODKP|Wii|sports, golf|wiimote, nunchuk, motionplus
SGOETV|Wii|sports, golf|wiimote, nunchuk, motionplus
SGOPKP|Wii|sports, golf|wiimote, motionplus
SGPEYG|Wii|racing|wiimote, nunchuk, wheel
SGPPNG|Wii|racing|wiimote, nunchuk, wheel
SGQDSV|Wii|simulation|wiimote, nunchuk, balanceboard
SGREGT|Wii|music, dance, karaoke|wiimote, nunchuk, balanceboard, microphone
SGRPGT|Wii|music, dance, karaoke|wiimote, balanceboard, microphone
SGSESZ|Wii|trivia|wiimote, nunchuk
SGSP7J|Wii|trivia, puzzle|wiimote, nunchuk
SGTEFS|Wii|sports, health, golf, coaching|wiimote, motionplus, nunchuk, balanceboard
SGTPUG|Wii|sports, health, golf, coaching|wiimote, motionplus, nunchuk, balanceboard
SGUE4Q|Wii|action, adventure, party|wiimote, nunchuk
SGVEAF|Wii|sports, racing, simulation, golf, surfing, watercraft racing, fishing|wiimote, nunchuk, motionplus, wheel, zapper, balanceboard, mii
SGVJAF|Wii|sports, party|wiimote, nunchuk, motionplus, wheel, zapper, balanceboard, mii
SGVPAF|Wii|sports, arcade, party|wiimote, nunchuk, motionplus, wheel, zapper, balanceboard, mii
SGWD7K|Wii|racing|wiimote, nunchuk, wheel
SGXE41|Wii|fighting|wiimote, nunchuk
SGXP41|Wii|fighting|wiimote, nunchuk
SGYESZ|Wii|sports, golf|wiimote, nunchuk
SGYPNJ|Wii|sports, golf|wiimote, nunchuk
SH2JMS|Wii|sports, music, dance, rhythm|wiimote, nunchuk
SH3E54|Wii|sports, hockey|wiimote, nunchuk, motionplus, classiccontroller, wiispeak
SH3P54|Wii|sports, hockey|wiimote, nunchuk, motionplus, classiccontroller, wiispeak
SH4EFP|Wii|action, shooter|wiimote, nunchuk, zapper
SH4PNK|Wii|action, shooter|wiimote, nunchuk, zapper
SH5E69|Wii|action, adventure|wiimote, nunchuk
SH5P69|Wii|action, adventure|wiimote, nunchuk
SH6E52|Wii|action, simulation, shooter, hunting|wiimote, nunchuk, zapper
SH6P52|Wii|action, simulation, shooter, hunting|wiimote, nunchuk, zapper
SH7ESZ|Wii|racing, off-road racing|wiimote, nunchuk, wheel
SH7PNJ|Wii|racing|wiimote, nunchuk, wheel
SH8E52|Wii|action, sports, adventure, racing, surfing, bike racing, watercraft racing|wiimote, nunchuk
SH8P52|Wii|action, party|wiimote, nunchuk
SH9ESZ|Wii|racing, party|wiimote, nunchuk
SH9PNJ|Wii|racing, party|wiimote, nunchuk
SHBE69|Wii|board game, cards, party, compilation|wiimote, nunchuk
SHBP69|Wii|party, board game, cards, compilation|wiimote, mii
SHDE52|Wii|adventure|wiimote, nunchuk
SHDP52|Wii|action, adventure|wiimote, nunchuk
SHEDRM|Wii|simulation|wiimote, nunchuk
SHFE20|Wii|sports, basketball|wiimote, nunchuk
SHGDRM|Wii||wiimote, nunchuk, motionplus, zapper
SHHE69|Wii|action, adventure|wiimote, nunchuk
SHHP69|Wii|action, adventure|wiimote, nunchuk
SHIJ2N|Wii|sports, health, boxing, fitness|wiimote, nunchuk
SHKE20|Wii|party|wiimote, nunchuk
SHKPNQ|Wii|party|wiimote, nunchuk
SHLPA4|Wii|horror, action, adventure, survival horror|wiimote, nunchuk
SHMPLR|Wii|adventure|wiimote, nunchuk
SHNE41|Wii|sports, skateboarding|wiimote, nunchuk, balanceboard
SHNP41|Wii|sports, skateboarding|wiimote, nunchuk, balanceboard
SHOXKR|Wii|adventure|wiimote, nunchuk
SHOYKR|Wii|adventure|wiimote, nunchuk
SHPE5G|Wii|simulation, party|wiimote, nunchuk
SHSE20|Wii|action, simulation, shooter, flight simulation|wiimote, nunchuk
SHSPXT|Wii|action, shooter|wiimote, nunchuk
SHTE20|Wii|simulation, hunting|wiimote, nunchuk, motionplus
SHUE52|Wii|action, simulation, shooter, hunting|wiimote, nunchuk, zapper
SHVE78|Wii|racing|wiimote, nunchuk, wheel
SHVP78|Wii|racing|wiimote, wheel
SHVX78|Wii|racing|wiimote, nunchuk, wheel
SHWE41|Wii|trivia|wiimote, nunchuk
SHXEWR|Wii|adventure, music, dance|wiimote, nunchuk
SHXPWR|Wii|music, dance|wiimote, nunchuk
SHYE69|Wii|sports, hockey|wiimote, nunchuk, classiccontroller
SHYP69|Wii|sports, hockey|wiimote, nunchuk, classiccontroller
SHZENR|Wii|racing, motorcycle racing|wiimote, nunchuk
SI3E69|Wii|sports, soccer|wiimote, nunchuk, classiccontroller
SI3P69|Wii|sports, soccer|wiimote, nunchuk, classiccontroller
SI3X69|Wii|sports, soccer|wiimote, nunchuk, classiccontroller
SIAE52|Wii|party|wiimote, nunchuk
SIAI52|Wii|action|wiimote, nunchuk
SIAP52|Wii|action|wiimote, nunchuk
SIDE54|Wii|action, strategy|wiimote, nunchuk
SIDP54|Wii|action, adventure|wiimote, nunchuk
SIFESZ|Wii|adventure|wiimote, nunchuk
SIFPNJ|Wii||wiimote, nunchuk
SIHE4Z|Wii|music, karaoke|wiimote, microphone, nunchuk
SIIE8P|Wii|sports|wiimote, nunchuk, mii
SIIJ01|Wii|sports, party|wiimote, nunchuk
SIIK01|Wii|sports, party|wiimote, nunchuk
SIIP8P|Wii|sports, party|wiimote, nunchuk, mii
SIJE52|Wii|adventure|wiimote, nunchuk
SIJP52|Wii|adventure|wiimote, nunchuk
SILE78|Wii|strategy, turn-based strategy|wiimote, nunchuk
SILP78|Wii|action, strategy|wiimote, nunchuk
SIME69|Wii|racing, simulation, strategy, compilation|wiimote, nunchuk, classiccontroller, wheel
SINPNG|Wii|music, karaoke|wiimote, microphone, nunchuk
SIPE7T|Wii|adventure, strategy, hidden object, puzzle|wiimote, nunchuk, motionplus
SISENR|Wii|adventure, hidden object|wiimote, nunchuk
SISJ0Q|Wii|health, fitness|wiimote, nunchuk, balanceboard
SISPUH|Wii|adventure, hidden object|wiimote, nunchuk
SITPNG|Wii|music, karaoke|wiimote, microphone, nunchuk
SIUUNG|Wii|music, karaoke|wiimote, microphone, nunchuk
SIXE41|Wii|drawing, compilation|wiimote, nunchuk
SJ2EWR|Wii|action, adventure|wiimote, nunchuk
SJ2PWR|Wii|action, adventure|wiimote, nunchuk
SJ3JDA|Wii||wiimote, nunchuk
SJ3PNL|Wii|racing, kart racing|wiimote, nunchuk, wheel
SJ5JDA|Wii|modern day, board game|wiimote, nunchuk
SJ6E41|Wii|music, dance|wiimote, nunchuk
SJ6P41|Wii|music, party, dance|wiimote
SJ7E41|Wii|music, dance|wiimote, nunchuk
SJ7P41|Wii|music, party, dance|wiimote
SJ9E41|Wii|music, dance, party|wiimote, nunchuk
SJ9P41|Wii|music, party, dance|wiimote
SJAE5G|Wii|action, adventure|wiimote, nunchuk
SJBE52|Wii|action, first-person shooter|wiimote, nunchuk, classiccontroller, gamecube, zapper
SJBJ01|Wii|action, first-person shooter|wiimote, nunchuk, classiccontroller, gamecube, zapper
SJBP52|Wii|action, shooter, first-person shooter|wiimote, nunchuk, classiccontroller, gamecube, zapper
SJCEZW|Wii|sports, football|wiimote, nunchuk
SJDE41|Wii|music, dance|wiimote, nunchuk
SJDJ01|Wii|music|wiimote, nunchuk
SJDK41|Wii|music, dance|wiimote, nunchuk
SJDP41|Wii|music, party, dance|wiimote
SJDX41|Wii|music, party, dance|wiimote
SJDY41|Wii|music, dance|wiimote, nunchuk
SJDZ41|Wii|music, dance|wiimote, nunchuk
SJEEPK|Wii|educational|wiimote, nunchuk
SJFE4Z|Wii|sports, health, fitness|wiimote, nunchuk, balanceboard
SJFPGR|Wii|sports, health, fitness|wiimote, nunchuk, balanceboard
SJFXGR|Wii|sports, health, fitness|wiimote, nunchuk, balanceboard
SJGEPK|Wii|sports|wiimote, nunchuk, balanceboard
SJHE41|Wii|music, dance|wiimote, nunchuk
SJIEG9|Wii|health, fitness|wiimote, nunchuk, motionplus, balanceboard
SJJEA4|Wii|racing|wiimote, nunchuk, classiccontroller, wheel
SJKEPK|Wii|racing, kart racing|wiimote, nunchuk, classiccontroller, wheel
SJLEFS|Wii|sports|wiimote, nunchuk
SJLPXT|Wii|sports, basketball, soccer, hockey|wiimote, nunchuk
SJME5G|Wii|health, fitness|wiimote, nunchuk, balanceboard
SJMPGT|Wii|health, fitness|wiimote, nunchuk, balanceboard
SJNE41|Wii|music, dance, karaoke|wiimote, nunchuk, microphone
SJNP41|Wii|music, party, dance, karaoke|wiimote, microphone
SJOE41|Wii|music, dance|wiimote, nunchuk, microphone
SJOP41|Wii|music, party, dance, karaoke|wiimote, microphone
SJPE78|Wii|trivia, party|wiimote, nunchuk, wiispeak
SJQEPZ|Wii|puzzle|wiimote, nunchuk
SJQPGR|Wii|puzzle|wiimote, nunchuk
SJREA4|Wii|music, karaoke|wiimote, microphone, nunchuk
SJRPA4|Wii|music, karaoke|wiimote, nunchuk
SJRXA4|Wii|music, karaoke|wiimote, nunchuk
SJRYA4|Wii|music, karaoke|wiimote, nunchuk
SJRZA4|Wii|music, karaoke|wiimote, nunchuk
SJSEPK|Wii|educational|wiimote, nunchuk
SJTP41|Wii|music, party, dance, compilation|wiimote
SJUE20|Wii|action, adventure, shooter, rail shooter|wiimote, nunchuk, zapper
SJUPXT|Wii|action, adventure, shooter, rail shooter|wiimote, nunchuk, zapper
SJVE20|Wii|sports, health, fitness|wiimote, nunchuk, balanceboard
SJWJA4|Wii|sports, soccer|wiimote, nunchuk, classiccontroller
SJXD41|Wii|music, party, dance|wiimote
SJXE41|Wii|music, dance|wiimote, nunchuk
SJXP41|Wii|music, party, dance|wiimote
SJZE41|Wii|music, dance|wiimote, nunchuk
SJZP41|Wii|music, party, dance|wiimote
SK3EEB|Wii|simulation, puzzle|wiimote, nunchuk
SK4E52|Wii|action, puzzle|wiimote, nunchuk
SK4I52|Wii|action, puzzle|wiimote, nunchuk
SK4P52|Wii|action, puzzle|wiimote, nunchuk
SK5PY1|Wii|music, dance, karaoke, rhythm|wiimote, nunchuk, microphone
SK6KJD|Wii|music, dance|wiimote, nunchuk
SK7PVZ|Wii|music, dance, karaoke, rhythm|wiimote, nunchuk, microphone
SK7XVZ|Wii|music, dance, karaoke, rhythm|wiimote, nunchuk, microphone
SK8D52|Wii|action, adventure|wiimote, nunchuk
SK8E52|Wii|action, adventure|wiimote, nunchuk
SK8I52|Wii|action, adventure|wiimote, nunchuk
SK8P52|Wii|action, adventure|wiimote, nunchuk
SK8V52|Wii|action, adventure|wiimote, nunchuk
SK8X52|Wii|action, adventure|wiimote, nunchuk
SKAEA4|Wii|music, karaoke|wiimote, microphone, nunchuk
SKAPA4|Wii|music, karaoke|wiimote, microphone, nunchuk
SKBEG9|Wii|music, dance, party|wiimote, nunchuk
SKCE20|Wii|racing, truck racing|wiimote, nunchuk, wheel
SKDJ18|Wii|music, karaoke|wiimote, microphone, nunchuk
SKEJ18|Wii|music, karaoke|wiimote, microphone, nunchuk
SKGEA4|Wii|music, karaoke|wiimote, microphone, nunchuk
SKGPA4|Wii|music, karaoke|wiimote, microphone, nunchuk
SKHJAF|Wii|action, fighting, 3d fighting|wiimote, nunchuk, classiccontroller
SKJE78|Wii|trivia|wiimote, nunchuk
SKKPHY|Wii|adventure, point-and-click|wiimote, nunchuk
SKKXHY|Wii|adventure, point-and-click|wiimote, nunchuk
SKLDSV|Wii|action|wiimote, nunchuk
SKMJAF|Wii|fighting|wiimote, nunchuk, classiccontroller
SKNE52|Wii|racing|wiimote, nunchuk, wheel
SKNP52|Wii|adventure, racing|wiimote, nunchuk, classiccontroller, wheel
SKOEA4|Wii|music, karaoke|wiimote, nunchuk
SKOPA4|Wii|music, karaoke|wiimote, microphone, nunchuk
SKREG9|Wii|fighting|wiimote, nunchuk, classiccontroller
SKSE54|Wii|sports, basketball|wiimote, nunchuk, classiccontroller
SKSP54|Wii|sports, basketball|wiimote, nunchuk, classiccontroller
SKTE78|Wii|sports, fighting, martial arts|wiimote, nunchuk, motionplus
SKTP78|Wii|sports, fighting, martial arts, 3d fighting|wiimote, nunchuk, motionplus
